Indus ID,Ref. No,District,Survey  Date,Site Category,Tower Type,Existing no Of Poles,Tower  Config,Tower Height,Normal,EB Phase,EB Availability (Hours),A/C-1(TR),Site  type,DG/NonDG,Static DG-Kva,Static  DG-Make,SMPS 1 Make,SMPS Module Capacity(W),No. of BB Connected to the SMPS,Opco Present,Tenancy,Final Telecom Load (in KW)
IN-1349681,RRES,Wardha,2021-08-10,OD without DG,RTT,0,Angular,12,Normal,3,22,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,1.90156
IN-1374925,RRES,Wardha,2021-08-10,OD without DG,GBM,0,Tubular,24,Normal,3,22,Non AC,OD,Non DG,Non DG,Non DG,NexGen Delta,4000,1,Airtel,1,4.314518
IN-1091698,RRES,Wardha,2021-08-10,Natural Cooling with DG,RTT,0,Tubular,15,Normal,3,22,NCU,COD,DG,25,Eicher,Delta,4000,2,Airtel VIL,2,10.57845
IN-1270457,RRES,Aurangabad,2021-08-10,OD with DG,GBT,0,Angular,50,Normal,3,16,Non AC,OD,DG,25,Mahindra,NexGen Emerson,4000,2,Airtel VIL BSNL,3,11.21065
IN-1355110,RRES,Aurangabad,2021-08-10,OD without DG,RTP,4,Tubular,9,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,2,Airtel,1,3.65859
IN-1338352,RRES,Dhule,2021-08-10,OD without DG,RTT,0,Angular,15,Normal,3,22,Non AC,OD,Non DG,Non DG,Non DG,NexGen Delta,4000,1,Airtel,1,2.34144
IN-1055314,RRES,Kolhapur,2021-08-10,Natural Cooling with DG,GBT,0,Angular,18,HUB,3,18,NCU,COD,DG,25,Mahindra,Delta,4000,1,Airtel VIL,2,5.535531
IN-1498779,RRL,Beed,2021-08-11,OD without DG,RTM,0,Tubular,15,Normal,3,14,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,1.6771
IN-1499066,RRL,Beed,2021-08-11,OD without DG,GBM,0,Tubular,30,Normal,1,12,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,0.97344
IN-1093311,RRL,Nagpur,2021-08-11,Natural Cooling with DG,GBT,0,Tubular,50,Normal,3,22,NCU,COD,DG,25,Mahindra,Delta,4000,2, Airtel VIL Reliance Jio,3,5.7695
IN-1093967,RRL,Solapur,2021-08-11,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,22,NCU,COD,DG,25,Eicher,IIPMS Delta,4000,2,VIL Reliance Jio,2,6.31215
IN-1099313,RRL,Jalgaon,2021-08-11,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Mahindra,Delta,4000,1,VIL Reliance Jio,2,4.790016
IN-1069981,RRL,Pune City,2021-08-11,OD with DG,GBT,0,Angular,40,Normal,3,18,Non AC,OD,DG,15,Supernova,NexGen Emerson,4000,1,VIL,1,2.2386
IN-1071176,RRL,Sangli,2021-08-11,Natural Cooling with DG,GBT,0,Tubular,50,Normal,3,18,NCU,COD,DG,15,Eicher,NexGen Delta,4000,2,VIL Reliance Jio,2,3.356634
IN-1591742,RRL,Nanded,2021-08-11,OD without DG,GBM,0,Tubular,30,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,1.37088
IN-1255171,RRL,Hingoli,2021-08-12,OD with DG,GBT,0,Angular,50,Normal,3,16,Non AC,OD,DG,15,Mahindra,Delta,4000,2,VIL Reliance Jio,2,5.47476
IN-1301573,RRL,Thane,2021-08-12,OD without DG,RTP,4,Tubular,6,Normal,3,22,Non AC,OD,Non DG,Non DG,Non DG,Delta,4000,2,Airtel VIL,2,5.6592
IN-1091912,RRL,Dhule,2021-08-12,Natural Cooling without DG,RTT,0,Angular,15,Normal,3,20,NCU,COD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel VIL,2,6.97012
IN-1252261,RRL,Dhule,2021-08-12,Natural Cooling without DG,RTT,0,Angular,18,Normal,3,22,NCU,COD,Non DG,Non DG,Non DG,Delta,4000,2, Airtel VIL Reliance Jio,3,9.63915
IN-1270706,RRL,Buldhana,2021-08-12,OD with DG,GBT,0,Angular,40,Normal,3,20,Non AC,OD,DG,25,Mahindra,Delta,4000,2,Airtel VIL,2,5.84987
IN-1054767,RRL,Nashik,2021-08-12,OD with DG,RTT RTP,2,Tubular,12 6,Hub,3,18,Non AC,OD,DG,25,Mahindra,Delta,4000,2,Airtel VIL,2,7.30002
IN-1054406,RRL,Pune,2021-08-12,Natural Cooling with DG,RTT,0,Tubular,18,Hub,3,18,NCU,COD,DG,15,Mahindra,Emerson,3200,2,Airtel,1,3.8411
IN-1311223,RRL,Jalna,2021-08-12,OD with DG,GBM,0,Tubular,40,Normal,3,18,Non AC,OD,DG,15,Mahindra,IIPMS Delta,4000,2, Airtel VIL Reliance Jio,3,9.6356
IN-1052265,RRL,Jalna,2021-08-12,Natural Cooling with DG,GBT,0,Tubular,40,Normal,3,18,NCU,COD,DG,15,Mahindra,Delta,4000,1, Airtel VIL Reliance Jio,3,9.5048
IN-1263056,RRL,Jalna,2021-08-12,OD with DG,RTT,0,Angular,18,Normal,3,24,Non AC,OD,DG,25,Mahindra,IIPMS Delta,4000,2, Airtel VIL Reliance Jio,3,9.14464
IN-1137773,RRL,Parbhani,2021-08-12,Natural Cooling with DG,RTT,0,Tubular,9,Hub,3,12,NCU,COD,DG,15,Mahindra,Delta,4000,2,Airtel VIL,2,7.5537
IN-1308619,RRL,Parbhani,2021-08-12,OD without DG,RTT,0,Angular,15,Normal,3,10,Non AC,OD,Non DG,Non DG,Non DG,Emerson,4000,1,Airtel VIL,2,4.3148
IN-1055429,RRL,Buldhana,2021-08-12,ID+OD with 1.8TR,RTT,0,Tubular,18,Normal,3,20,0.9,ID AC,Non DG,Non DG,Non DG,Emerson ,3200,1,Airtel Reliance Jio,2,5.0127
IN-1054618,RRL,Latur,2021-08-12,OD with DG,RTT,0,Tubular,9,Normal,3,20,Non AC,OD,DG,25,Mahindra,IIPMS Delta,4000,2, Airtel VIL Reliance Jio,3,10.78704
IN-1300184,RRES,Nagpur,2021-08-12,OD with DG,GBM,0,Tubular,30,Normal,3,20,Non AC,OD,DG,15,Mahindra,Delta,4000,1,VIL Reliance Jio,2,4.8006
IN-1053027,RRES,Nashik,2021-08-12,Natural Cooling with DG,GBT,0,Tubular,40,Hub,3,18,NCU,COD,DG,15,Mahindra,Delta,4000,1,Airtel VIL,2,2.398
IN-1054320,RRES,Pune City,2021-08-12,OD with DG,RTT,0,Tubular,15,Normal,3,20,Non AC,OD,DG,15,Eicher,NexGen Delta,4000,2,Airtel VIL,2,7.576995
IN-1291361,RRES,Jalna,2021-08-12,OD with DG,GBT,0,Angular,40,Normal,3,18,Non AC,OD,DG,15,Eicher,IIPMS Delta,4000,1,VIL Reliance Jio,2,7.6627
IN-1285712,RRES,Pune,2021-08-12,OD with DG,COW,0,Angular,30,Normal,3,22,Non AC,OD,DG,15,Eicher,IIPMS Delta,4000,1,VIL,1,4.5344
IN-1296182,RRES,Pune,2021-08-12,OD with DG,RTT,0,Angular,18,Normal,3,22,Non AC,OD,DG,15,Eicher,IIPMS Delta,4000,1,VIL,1,4.174797
IN-1251958,RRL,Jalgaon,2021-08-13,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,14,NCU,COD,DG,15,Mahindra,Delta,4000,2,VIL,1,4.185192
IN-1536175,RRL,Ratnagiri,2021-08-13,OD without DG,GBT,0,Angular,40,Normal,1,20,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,1.1707
IN-1323967,RRL,Nagpur,2021-08-13,OD without DG,RTP,4,Tubular,9,Normal,3,22,Non AC,OD,Non DG,Non DG,Non DG,Delta,4000,1,Airtel,1,3.101112
IN-1093383,RRL,Chandrapur,2021-08-13,Natural Cooling with DG,RTT,0,Tubular,15,Hub,3,18,NCU,COD,DG,15,Ashok Leyland,NexGen Emerson,4000,2,Airtel VIL,2,4.8492
IN-1054408,RRL,Chandrapur,2021-08-13,Natural Cooling without DG,RTT,0,Tubular,12,Hub,3,22,NCU,COD,Non DG,Non DG,Non DG,Emerson,3200,1,Airtel,1,2.97
IN-1251095,RRL,Pune,2021-08-13,OD with DG,GBT,0,Angular,50,Normal,3,22,Non AC,OD,DG,15,Mahindra,Emerson,3200,2,Airtel,1,3.4417
IN-1241482,RRL,Pune City,2021-08-13,Natural Cooling with DG,RTT,0,Angular,18,Normal,3,22,NCU,COD,DG,15,Mahindra,Emerson,3200,2,Airtel VIL,2,6.20389
IN-1070641,RRL,Bhandara,2021-08-13,Natural Cooling with DG,GBT,0,Angular,60,Normal,3,20,NCU,COD,DG,15,Mahindra,Emerson,3200,1,VIL BSNL,2,4.1041
IN-1066485,RRES,Nashik,2021-08-13,OD with DG,GBT,0,Tubular,40,Normal,3,18,Non AC,OD,DG,25,Sudhir,IIPMS Delta,4000,2,VIL,1,2.64496
IN-1024093,RRES,Jalna,2021-08-13,Natural Cooling with DG,GBT,0,Angular,40,Hub,3,16,NCU,COD,DG,15,Sudhir,Emerson,3200,1,VIL,1,3.41912
IN-1106087,RRES,Aurangabad,2021-08-13,OD with DG,GBT,0,Angular,40,Normal,3,12,Non AC,OD,DG,15,Kirloskar,IIPMS Delta,4000,1,VIL,1,3.202584
IN-1301603,RRES,Goa,2021-08-13,OD with DG,COW,0,Angular,30,Normal,3,18,Non AC,OD,DG,15,Mahindra,IIPMS Delta,4000,1,VIL Reliance Jio,2,4.96495
IN-1093261,RRES,Thane,2021-08-13,OD with DG,GBT,0,Tubular,50,Normal,3,18,Non AC,OD,DG,25,Eicher,NexGen Emerson,4000,2,VIL Reliance Jio,2,6.8707
IN-1138682,RRES,Nagpur,2021-08-13,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,20,NCU,COD,DG,15,Mahindra,Delta,4000,2,VIL Reliance Jio,2,7.144904
IN-1285270,RRES,Nagpur,2021-08-13,OD without DG,GBM,0,Tubular,30,Normal,3,22,Non AC,OD,Non DG,Non DG,Non DG,Delta,4000,1,VIL,1,2.88344
IN-1290806,RRES,Nagpur,2021-08-13,OD without DG,GBM,0,Tubular,30,Normal,3,22,Non AC,OD,Non DG,Non DG,Non DG,Delta,4000,2,VIL BSNL Reliance Jio,3,4.666611
IN-1106022,RRES,Parbhani,2021-08-13,Natural Cooling with DG,GBT,0,Angular,40,Normal,3,18,NCU,COD,DG,15,Mahindra,Emerson,3200,1,VIL Reliance Jio,2,5.24134
IN-1286206,RRES,Ratnagiri,2021-08-13,OD with DG,GBT,0,Angular,40,Normal,3,19,Non AC,OD,DG,15,Mahindra,IIPMS Delta,4000,1,VIL,1,1.80395
IN-1078439,RRES,Jalgaon,2021-08-13,Natural Cooling with DG,GBT,0,Tubular,50,Normal,3,14,NCU,COD,DG,25,Mahindra,Emerson,3200,2,VIL,1,4.3416
IN-1092327,RRES,Pune City,2021-08-13,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Kirloskar,Emerson,3200,2,VIL Reliance Jio,2,6.7158
IN-1271677,RRES,Solapur,2021-08-13,OD with DG,GBT,0,Angular,50,Normal,3,20,Non AC,OD,DG,15,Eicher,NexGen Emerson,4000,1,VIL,1,3.286
IN-1342200,RRES,Beed,2021-08-13,OD without DG,GBT,0,Angular,40,Normal,3,18,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,VIL,1,2.8726
IN-1281511,RRES,Nandurbar,2021-08-13,OD with DG,GBT,0,Angular,40,Normal,3,16,Non AC,OD,DG,10,Mahindra,IIPMS Delta,4000,1,VIL,1,2.95935
IN-1282177,RRES,Nanded,2021-08-13,OD with DG,GBT,0,Angular,50,Normal,3,18,Non AC,OD,DG,10,Mahindra,IIPMS Delta,4000,1,VIL Reliance Jio,2,4.60712
IN-1092995,RRES,Nandurbar,2021-08-13,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Mahindra,NexGen Emerson,4000,1,VIL,1,3.3354
IN-1092319,RRES,Nandurbar,2021-08-13,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,16,NCU,COD,DG,25,Mahindra,Delta,4000,2,VIL Reliance Jio,2,6.3143
IN-1284107,RRES,Nandurbar,2021-08-13,OD with DG,GBT,0,Angular,40,Normal,3,18,Non AC,OD,DG,15,Mahindra,IIPMS Delta,4000,1,VIL Reliance Jio,2,4.53985
IN-1092311,RRES,Gondia,2021-08-13,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,20,NCU,COD,DG,15,Eicher,Emerson,3200,1,VIL,1,3.60128
IN-1299595,RRES,Gondia,2021-08-13,OD with DG,GBT,0,Angular,40,Normal,3,20,Non AC,OD,DG,15,Mahindra,IIPMS Delta,4000,1,VIL Reliance Jio,2,7.479393
IN-1253685,RRES,Bhandara,2021-08-13,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,20,NCU,COD,DG,15,Kirloskar,Delta,4000,1,VIL Reliance Jio,2,4.9518
IN-1297439,RRL,Thane,2021-08-14,OD with DG,GBT,0,Angular,40,HUB,3,18,Non AC,OD,DG,15,Mahindra,NexGen Emerson,4000,1,VIL Reliance Jio,2,5.31712
IN-1284787,RRL,Dhule,2021-08-14,OD with DG,RTT,0,Angular,18,Normal,3,22,Non AC,OD,DG,15,Eicher,IIPMS Delta,4000,2,Airtel VIL,2,5.041278
IN-1315222,RRL,Nagpur,2021-08-14,OD without DG,GBM,0,Tubular,30,Normal,3,22,Non AC,OD,Non DG,Non DG,Non DG,Delta,4000,2,Airtel VIL,2,9.049128
IN-1093081,RRES,Yavatmal,2021-08-14,OD with DG,GBT,0,Tubular,50,Normal,3,18,Non AC,OD,DG,15,Mahindra,Emerson,3200,1,VIL Reliance Jio,2,5.72418
IN-1268581,RRL,Pune City,2021-08-14,OD with DG,GBT,0,Angular,40,Normal,3,22,Non AC,OD,DG,25,Mahindra,NexGen Emerson,4000,1,Airtel VIL,2,11.91883
IN-1054053,RRL,Pune City,2021-08-14,Natural Cooling without DG,RTP,7,Tubular,3,Normal,3,22,NCU,COD,Non DG,Non DG,Non DG,Delta,4000,2, Airtel VIL Reliance Jio,3,8.561338
IN-1025257,RRL,Thane,2021-08-14,OD without DG,RTT RTP,1,Angular,216,Hub,3,20,Non AC,OD,Non DG,Non DG,Non DG,Delta,4000,2,Airtel VIL,2,6.09016
IN-1284155,RRL,Nandurbar,2021-08-14,OD with DG,GBT,0,Angular,40,Normal,3,18,Non AC,OD,DG,15,Mahindra,IIPMS Delta,4000,1,VIL Reliance Jio,2,5.5555
IN-1085597,RRL,Pune,2021-08-16,OD with DG,RTT,0,Tubular,9,Normal,3,22,Non AC,OD,DG,25,Mahindra,Emerson,3200,2,Airtel VIL,2,8.46216
IN-1349637,RRL,Pune City,2021-08-16,OD without DG,RTP,4,Tubular,9,Normal,3,22,Non AC,OD,Non DG,Non DG,Non DG,NexGen Delta,4000,1,Airtel,1,4.284696
IN-1259025,RRL,Thane,2021-08-16,FCU without DG,RTT,0,Angular,12,Hub,3,20,FCU,COD,Non DG,Non DG,Non DG,Delta,4000,1, Airtel VIL Reliance Jio,3,6.554145
IN-1113736,RRL,Akola,2021-08-16,FCU without DG,RTT,0,Angular,12,Hub,3,20,FCU,COD,Non DG,Non DG,Non DG,Emerson,3200,1,Airtel BSNL,2,3.43895
IN-1055001,RRL,Pune City,2021-08-16,OD with DG,RTT RTP,2,Tubular,66,Normal,3,22,Non AC,OD,DG,15,Kirloskar,IIPMS Delta,4000,2,Airtel Reliance Jio,2,5.911824
IN-1055193,RRL,Pune City,2021-08-16,Natural Cooling without DG,RTT,0,Tubular,9,Normal,3,20,NCU,COD,Non DG,Non DG,Non DG,Emerson,3200,1,Airtel,1,3.038
IN-1124786,RRL,Solapur,2021-08-17,OD with DG,RTT,0,Tubular,12,Normal,3,20,Non AC,OD,DG,15,Kirloskar,Delta,4000,1,Airtel Reliance Jio,2,2.80072
IN-1299858,RRL,Solapur,2021-08-17,OD without DG,RTT,0,Angular,15,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,Delta,4000,1,Airtel,1,3.150429
IN-1054709,RRL,Nashik,2021-08-17,Natural Cooling with DG,RTT,0,Tubular,12,Normal,3,18,NCU,COD,DG,15,Kirloskar,Delta,4000,1,Airtel,1,4.14745
IN-1344828,RRL,Nashik,2021-08-17,OD without DG,RTP,4,Tubular,9,Normal,3,18,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,2,Airtel VIL,2,5.91283
IN-1070092,RRL,Jalna,2021-08-17,FCU with DG,GBT,0,Angular,40,Normal,3,18,FCU,COD,DG,25,Mahindra,Delta,4000,2, Airtel VIL Reliance Jio,3,8.32408
IN-1054986,RRL,Pune,2021-08-17,OD without DG,RTT,0,Tubular,9,Hub,3,22,Non AC,OD,Non DG,Non DG,Non DG,Delta,4000,2,Airtel,1,4.4658
IN-1055164,RRL,Pune City,2021-08-17,Natural Cooling with DG,RTT,0,Tubular,9,Hub,3,22,NCU,COD,DG,15,Eicher,Emerson,3200,2,Airtel BSNL,2,5.1948
IN-1236246,RRL,Pune,2021-08-17,Natural Cooling without DG,RTT,0,Tubular,9,Normal,3,22,NCU,COD,Non DG,Non DG,Non DG,Delta,4000,2,Airtel VIL,2,5.09574
IN-1239058,RRL,Satara,2021-08-17,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,16,NCU,COD,DG,25,Mahindra,Delta,4000,2, Airtel VIL Reliance Jio,3,8.500842
IN-1253831,RRES,Ahmednagar,2021-08-18,FCU with DG,GBT,0,Angular,50,Normal,3,15,FCU,COD,DG,15,Mahindra,Delta,4000,2,VIL Reliance Jio,2,5.447268
IN-1284172,RRES,Dhule,2021-08-18,OD with DG,GBT,0,Angular,40,Normal,3,16,Non AC,OD,DG,15,Mahindra,IIPMS Delta,4000,1,VIL,1,2.526964
IN-1283503,RRES,Akola,2021-08-18,OD with DG,GBT,0,Angular,50,Normal,3,18,Non AC,OD,DG,15,Mahindra,IIPMS Delta,4000,2,VIL Reliance Jio,2,4.974024
IN-1071239,RRES,Nanded,2021-08-18,Natural Cooling with DG,GBT,0,Tubular,50,Normal,3,22,NCU,COD,DG,15,Mahindra,Delta,4000,1,VIL BSNL Reliance Jio,3,5.0903
IN-1054164,RRL,Pune,2021-08-18,Natural Cooling with DG,RTP,6,Tubular,6,Hub,3,22,NCU,COD,DG,25,Mahindra,Delta,4000,2,Airtel VIL,2,6.10176
IN-1278475,RRL,Pune City,2021-08-18,Natural Cooling with DG,RTT,0,Angular,18,Normal,3,20,NCU,COD,DG,15,Mahindra,IIPMS Delta,4000,2, Airtel VIL Reliance Jio,3,7.752744
IN-1243692,RRES,Latur,2021-08-18,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,20,NCU,COD,DG,15,Mahindra,Delta,4000,1,VIL Reliance Jio,2,3.772273
IN-1078190,RRL,Satara,2021-08-18,OD with DG,RTT,0,Tubular,12,Normal,3,18,Non AC,OD,DG,15,Mahindra,NexGen Emerson,4000,2,Airtel VIL,2,5.8968
IN-1092291,RRES,Nashik,2021-08-18,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,16,NCU,COD,DG,15,Kirloskar,Emerson,3200,1,VIL,1,3.5425
IN-1055122,RRL,Pune,2021-08-18,OD Without DG,RTP,4,Tubular,63,Normal,3,22,Non AC,OD,Non DG,Non DG,Non DG,Delta,4000,1,Airtel,1,2.3544
IN-1085575,RRL,Sangli,2021-08-18,OD with DG,RTT,0,Angular,15,Normal,3,20,Non AC,OD,DG,15,Mahindra,Emerson,4000,1,Airtel VIL,2,5.82605
IN-1126938,RRL,Pune,2021-08-19,Natural Cooling with DG,RTT,0,Angular,15,Normal,3,22,NCU,COD,DG,25,Mahindra,NexGen Emerson,4000,2,Airtel VIL,2,7.0924
IN-1054782,RRL,Osmanabad,2021-08-19,OD without DG,RTT RTP,1,Tubular,12 6,Normal,3,10,Non AC,OD,Non DG,Non DG,Non DG,IIPMS Delta,4000,2,Airtel VIL,2,5.52656
IN-1309042,RRL,Buldhana,2021-08-19,OD without DG,RTT,0,Angular,18,Normal,3,18,Non AC,OD,Non DG,Non DG,Non DG,Delta,4000,2,Airtel Reliance Jio,2,4.700616
IN-1055085,RRL,Pune,2021-08-19,OD with DG,RTT RTP,5,Tubular,3 3 & 6,Normal,3,22,Non AC,OD,DG,25,Mahindra,Delta,4000,1,Airtel VIL,2,7.86312
IN-1093003,RRES,Nandurbar,2021-08-19,Natural Cooling with DG,GBT,0,Angular,50,Hub,3,16,NCU,COD,DG,15,Mahindra,NexGen Emerson,4000,1,VIL,1,2.0492
IN-1255368,RRES,Nandurbar,2021-08-19,OD with DG,GBT,0,Angular,40,Normal,3,18,Non AC,OD,DG,10,Escort,Emerson,3200,1,VIL,1,1.8772
IN-1301354,RRES,Satara,2021-08-19,OD with DG,GBT,0,Angular,40,Normal,3,16,Non AC,OD,DG,15,Mahindra,IIPMS Delta,4000,1,VIL,1,1.981066
IN-1260250,RRES,Buldhana,2021-08-19,OD with DG,GBT,0,Angular,50,Normal,3,18,Non AC,OD,DG,10,Escort,Emerson,3200,1,VIL,1,3.2616
IN-1095145,RRES,Gondia,2021-08-19,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,20,NCU,COD,DG,15,Eicher,Emerson,3200,1,VIL Reliance Jio,2,6.0704
IN-1112546,RRES,Bhandara,2021-08-19,Natural Cooling with DG,GBT,0,Angular,50,Hub,3,20,NCU,COD,DG,15,Mahindra,Emerson,3200,1,VIL,1,3.7206
IN-1024349,RRES,Thane,2021-08-19,Natural Cooling with DG,GBT,0,Angular,50,Hub,3,18,NCU,COD,DG,15,Mahindra,NexGen Emerson,4000,2,VIL Reliance Jio,2,7.30345
IN-1329290,RRES,Pune,2021-08-19,OD without DG,RTT,0,Angular,18,Normal,3,22,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,VIL,1,1.36042
IN-1275335,RRL,Pune City,2021-08-20,OD with DG,COW,0,Angular,30,Normal,3,20,Non AC,OD,DG,15,Kirloskar,NexGen Delta,4000,2, Airtel VIL Reliance Jio,3,7.70918
IN-1297836,RRL,Kolhapur,2021-08-20,OD without DG,RTP,6,Tubular,6,Normal,1,20,Non AC,OD,Non DG,Non DG,Non DG,Delta,4000,1,Airtel,1,2.0672
IN-1025148,RRL,Amravati,2021-08-20,Natural Cooling without DG,RTT,0,Angular,21,Hub,3,18,NCU,COD,Non DG,Non DG,Non DG,Delta,4000,2,VIL BSNL,2,3.6828
IN-1371807,RRL,Amravati,2021-08-20,OD without DG,RTP,2,Tubular,9,Normal,3,18,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1,Airtel,1,2.188
IN-1097394,RRES,Bhandara,2021-08-20,OD with DG,GBT,0,Angular,50,Normal,3,16,Non AC,OD,DG,15,Mahindra,NexGen Emerson,4000,1,VIL Reliance Jio,2,6.2702
IN-1303902,RRES,Gadchiroli,2021-08-20,OD with DG,GBT,0,Angular,40,Normal,3,18,Non AC,OD,DG,15,Mahindra,IIPMS Delta,4000,1,VIL BSNL,2,3.7692
IN-1092991,RRES,Bhandara,2021-08-20,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,20,NCU,COD,DG,15,Kirloskar,NexGen Emerson,4000,1,VIL,1,3.228
IN-1299617,RRES,Gondia,2021-08-20,OD with DG,GBT,0,Angular,40,Normal,3,20,Non AC,OD,DG,15,Mahindra,IIPMS Delta,4000,1,VIL,1,3.710828
IN-1092367,RRES,Gondia,2021-08-20,OD with DG,RTT,0,Angular,18,Normal,3,20,Non AC,OD,DG,15,Kirloskar,Emerson,3200,1,VIL,1,2.08285
IN-1238955,RRES,Buldhana,2021-08-20,Natural Cooling with DG,GBT,0,Angular,40,Normal,3,18,NCU,COD,DG,15,Mahindra,Emerson,3200,1,VIL Reliance Jio,2,5.8644
IN-1271663,RRES,Amravati,2021-08-20,OD with DG,GBT,0,Angular,40,Normal,3,18,Non AC,OD,DG,15,Mahindra,NexGen Emerson,4000,2,VIL Reliance Jio,2,6.3063
IN-1086256,RRES,Akola,2021-08-20,OD with DG,GBT,0,Tubular,50,Normal,3,14,Non AC,OD,DG,25,Kirloskar,Delta,4000,1,VIL,1,2.7795
IN-1125280,RRES,Washim,2021-08-20,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,25,Mahindra,Emerson,3200,2,VIL BSNL,2,4.8594
IN-1112603,RRES,Dhule,2021-08-20,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,8,NCU,COD,DG,15,Mahindra,NexGen Emerson,4000,1,VIL Reliance Jio,2,4.29381
IN-1813878,RRES,Pune,2021-08-20,OD without DG,RTT,0,Angular,18,Normal,3,22,Non AC,OD,Non DG,Non DG,Non DG,NexGen Delta,4000,1,Airtel,1,0.8464
IN-1274235,RRES,Kolhapur,2021-08-20,FCU with DG,GBT,0,Angular,50,Normal,3,18,FCU,COD,DG,15,Mahindra,NexGen Emerson,4000,1,VIL,1,3.5295
IN-1110889,RRES,Hingoli,2021-08-20,FCU with DG,GBT,0,Angular,50,Normal,3,18,FCU,COD,DG,15,Mahindra,Emerson,3200,1,VIL Reliance Jio,2,7.2897
IN-1093030,RRES,Washim,2021-08-20,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Kirloskar,Emerson,3200,1,VIL Reliance Jio,2,6.54545
IN-1094388,RRES,Washim,2021-08-20,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Mahindra,NexGen Delta,4000,2,VIL Reliance Jio,2,6.628392
IN-1093974,RRES,Chandrapur,2021-08-20,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,20,NCU,COD,DG,15,Mahindra,Emerson,3200,1,VIL Reliance Jio,2,5.3262
IN-1331891,RRES,Chandrapur,2021-08-20,OD without DG,GBT,0,Angular,40,Normal,3,20,Non AC,OD,Non DG,Non DG,Non DG,NexGen Delta,4000,2,VIL Reliance Jio,2,5.738282
IN-1256038,RRES,Jalna,2021-08-20,FCU with DG,GBT,0,Angular,50,Normal,3,15,FCU,COD,DG,15,Mahindra,Delta,4000,2,VIL Reliance Jio,2,4.7088
IN-1133423,RRES,Aurangabad,2021-08-20,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,16,NCU,COD,DG,25,Mahindra,NexGen Emerson,4000,2,VIL Reliance Jio,2,5.74494
IN-1092140,RRES,Aurangabad,2021-08-20,FCU with DG,GBT,0,Angular,50,Normal,3,14,FCU,COD,DG,15,Kirloskar,Delta,4000,2,VIL,1,2.3166
IN-1271647,RRES,Aurangabad,2021-08-20,Natural Cooling with DG,GBT,0,Angular,40,Normal,3,14,NCU,COD,DG,15,Eicher,IIPMS Delta,4000,1,VIL Reliance Jio,2,6.71384
IN-1070102,RRES,Beed,2021-08-20,Natural Cooling with DG,GBT,0,Angular,40,Normal,3,15,NCU,COD,DG,15,Eicher,NexGen Emerson,4000,2,VIL,1,4.03564
IN-1271330,RRES,Buldhana,2021-08-20,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,12,NCU,COD,DG,15,Eicher,IIPMS Delta,4000,1,VIL,1,1.84722
IN-1253927,RRES,Parbhani,2021-08-20,OD with DG,GBT,0,Angular,50,Normal,3,8,Non AC,OD,DG,15,Mahindra,Delta,4000,2,VIL Reliance Jio,2,6.62767
IN-1289825,RRES,Nashik,2021-08-20,OD with DG,GBT,0,Angular,40,Normal,3,18,Non AC,OD,DG,15,Eicher,IIPMS Delta,4000,2,VIL Reliance Jio,2,7.785666
